MSZoning,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplace,GarageArea,SaleCondition,SalePrice
RL,11700,1Fam,2Story,6,6,1968,Y,1556,1,1,4,1,TA,N,441,Normal,154000
RL,7585,1Fam,1.5Fin,5,3,1948,Y,1456,1,0,4,1,TA,Y,280,Normal,91500
RL,7950,1Fam,2Story,6,6,1977,Y,1426,1,1,3,1,TA,N,440,Normal,159500
RL,8556,1Fam,1Story,7,5,2006,Y,1240,2,0,2,1,Gd,N,826,Normal,194000
RL,13125,1Fam,2Story,7,6,1940,Y,1740,1,1,3,1,TA,Y,240,Normal,219500
RL,10800,1Fam,1.5Fin,5,8,1936,Y,1466,2,0,3,1,Gd,Y,566,Normal,170000
RL,15870,1Fam,1Story,5,5,1969,Y,1096,1,0,3,1,TA,N,299,Abnorml,138800
RM,4435,TwnhsE,1Story,6,5,2004,Y,848,1,0,1,1,Gd,Y,420,Normal,155900
RL,8775,1Fam,1Story,5,5,1994,Y,990,1,0,3,1,TA,N,299,Normal,126000
RL,11040,1Fam,1Story,6,7,1971,Y,1258,2,0,3,1,Gd,N,528,Abnorml,145000
RL,7500,1Fam,1Story,5,5,1963,Y,1040,1,1,3,1,TA,N,308,Normal,133000
RL,8749,1Fam,1Story,7,5,2002,Y,1459,2,0,3,1,Gd,Y,527,Normal,192000
RL,8800,1Fam,1Story,6,6,1964,Y,1251,1,0,3,1,TA,Y,461,Normal,160000
RL,13031,1Fam,2Story,6,5,1995,Y,1498,2,1,3,1,TA,Y,409,Normal,187500
RL,9069,1Fam,SFoyer,6,6,1992,Y,996,1,0,2,1,Gd,N,564,Normal,147000
RM,1974,TwnhsE,2Story,4,5,1973,Y,1092,1,1,3,1,TA,N,286,Normal,83500
FV,10574,1Fam,2Story,8,5,2005,Y,1953,2,1,3,1,Gd,Y,1043,Normal,252000
RM,2522,Twnhs,2Story,7,5,2004,Y,1709,2,0,3,1,Gd,N,380,Normal,137500
FV,3316,TwnhsE,1Story,8,5,2005,Y,1247,1,1,1,1,Gd,Y,550,Normal,197000
RL,8544,Duplex,1Story,3,4,1950,N,1040,2,0,2,2,TA,N,400,Normal,92900
FV,2160,Twnhs,2Story,7,5,1999,Y,1252,2,1,2,1,Gd,N,462,Normal,160000
RL,8400,1Fam,1.5Fin,6,5,1925,Y,1694,2,0,4,1,TA,Y,576,Normal,136500
RL,9230,1Fam,1Story,5,8,1965,Y,1200,1,1,1,1,Gd,N,884,Normal,146000
RL,5868,1Fam,1Story,5,7,1956,Y,936,1,0,2,1,TA,N,308,Normal,129000
RL,9317,1Fam,1Story,6,5,2006,Y,1314,2,0,3,1,Gd,Y,440,Normal,176432
RM,6882,1Fam,2Story,6,7,1914,Y,1355,1,1,3,1,Gd,N,0,Normal,127000
RL,3696,TwnhsE,1Story,8,5,1986,Y,1088,1,1,2,1,Gd,N,461,Normal,170000
RM,6000,1Fam,1.5Fin,4,6,1936,Y,1324,1,0,3,1,TA,N,240,Normal,128000
RL,11880,1Fam,1Story,7,5,1978,Y,1601,2,0,3,1,TA,Y,478,Abnorml,157000
RL,8400,1Fam,1Story,2,5,1920,N,438,1,0,1,1,Fa,N,246,Normal,60000
RL,9758,1Fam,1Story,5,5,1971,Y,950,1,0,3,1,TA,N,280,Normal,119500
RL,7000,1Fam,1Story,5,7,1960,Y,1134,1,0,2,1,TA,N,254,Family,135000
RL,8910,1Fam,1Story,6,6,1959,Y,1194,1,0,3,1,TA,Y,539,Normal,159500
RM,2016,TwnhsE,2Story,5,5,1970,Y,1302,2,1,3,1,TA,N,440,Normal,106000
RL,12256,1Fam,2Story,8,5,1994,Y,2622,2,1,3,1,Gd,Y,712,Normal,325000
RL,10357,1Fam,1Story,7,5,1990,Y,1442,2,0,3,1,Gd,Y,719,Normal,179900
RL,23257,1Fam,2Story,7,5,2006,Y,2021,2,1,3,1,Gd,Y,422,Partial,274725
RL,8063,1Fam,2Story,6,5,2000,Y,1690,2,1,3,1,TA,Y,463,Abnorml,181000
RL,11362,1Fam,1Story,8,5,2004,Y,1836,2,0,3,1,Gd,Y,862,Normal,280000
RL,8000,1Fam,2Story,6,5,1995,Y,1658,2,1,3,1,TA,Y,431,Normal,188000
RL,10480,1Fam,2Story,7,6,1976,Y,1964,2,1,4,1,TA,Y,483,Normal,205000
RL,7100,1Fam,1Story,5,7,1957,Y,816,1,0,2,1,TA,N,308,Normal,129900
RL,8923,1Fam,1Story,5,7,1953,Y,1008,1,0,2,1,Gd,N,240,Normal,134500
RL,5400,1Fam,1Story,5,7,1954,Y,833,1,0,2,1,Gd,N,326,Normal,117000
RL,12085,1Fam,1Story,8,5,2007,Y,1734,2,0,3,1,Ex,Y,928,Partial,318000
RL,7750,1Fam,SLvl,8,5,2002,Y,1419,2,1,3,1,Gd,Y,527,Normal,184100
RL,9764,1Fam,1Story,5,7,1967,Y,894,1,0,3,1,Gd,N,450,Normal,130000
RL,13825,1Fam,SLvl,5,6,1958,Y,1601,1,0,3,1,TA,N,300,Normal,140000
RL,7560,1Fam,1Story,5,5,1959,Y,1040,1,0,3,1,TA,N,286,Normal,133700
RM,8263,1Fam,1Story,6,5,1920,Y,1012,1,0,2,1,TA,Y,308,Normal,118400
RL,10084,1Fam,1Story,7,5,2005,Y,1552,2,0,3,1,Gd,N,782,Partial,212900
RL,8926,1Fam,1Story,4,3,1956,Y,960,1,0,3,1,TA,N,288,Abnorml,112000
RL,9405,1Fam,1Story,5,9,1947,Y,698,1,0,2,1,TA,N,0,Normal,118000
RL,9125,1Fam,SLvl,7,5,1992,Y,1482,2,1,3,1,Gd,Y,392,Normal,163900
RL,10434,1Fam,1Story,4,5,1955,Y,1005,1,0,2,1,Fa,Y,672,Normal,115000
RL,3684,TwnhsE,1Story,7,5,2007,Y,1555,2,0,2,1,Gd,Y,660,Normal,174000
RL,14572,1Fam,1Story,7,5,2004,Y,1530,2,0,3,1,Gd,Y,630,Family,259000
RL,11796,1Fam,2Story,7,5,2004,Y,1959,2,1,4,1,Gd,Y,434,Normal,215000
RM,7200,Duplex,SFoyer,5,5,1980,Y,936,1,0,2,1,TA,N,672,Normal,140000
RL,7804,1Fam,1.5Fin,4,3,1928,Y,1981,2,0,4,1,Gd,Y,576,Normal,135000
RL,10712,1Fam,1Story,5,5,1991,Y,974,1,0,3,1,TA,N,0,Abnorml,93500
RM,9900,1Fam,2Story,6,4,1880,Y,2210,2,0,5,1,Fa,N,205,Normal,117500
RL,9828,1Fam,2Story,8,5,1995,Y,2020,2,1,3,1,Gd,Y,466,Normal,239500
RL,8773,1Fam,2Story,6,5,1997,Y,1600,2,1,3,1,TA,Y,460,Normal,169000
RM,6180,1Fam,1Story,6,5,1926,N,986,1,0,2,1,TA,Y,180,Normal,102000
RL,9600,1Fam,1.5Fin,6,5,1950,Y,1252,1,0,3,1,TA,N,288,Abnorml,119000
RL,6342,1Fam,1.5Fin,5,8,1875,N,1020,1,0,2,1,TA,N,0,Normal,94000
RL,9819,1Fam,1Story,6,5,1977,Y,1567,2,0,2,1,Gd,Y,714,Normal,196000
RL,8731,1Fam,1Story,5,5,1920,Y,1167,1,0,3,1,TA,Y,495,Normal,144000
RL,7350,1Fam,1Story,5,7,1951,Y,952,1,0,2,1,TA,N,840,Abnorml,139000
RL,10304,1Fam,2Story,5,7,1976,Y,1868,2,1,4,1,Gd,Y,484,Normal,197500
RL,9965,1Fam,2Story,8,5,2006,Y,2828,3,0,4,1,Gd,Y,1052,Partial,424870
RL,9000,1Fam,1Story,5,3,1959,Y,1006,1,0,3,1,TA,N,0,Normal,80000
RL,12180,2fmCon,1.5Fin,4,4,1941,N,924,1,0,2,1,Fa,N,280,Normal,80000
RM,6240,1Fam,1.5Fin,5,6,1928,Y,1576,1,0,3,1,TA,Y,225,Family,149000
RL,11200,1Fam,1Story,6,5,1985,Y,1298,2,0,3,1,Gd,Y,403,Normal,180000
RL,12000,1Fam,2Story,7,7,1941,Y,1564,1,1,3,1,Fa,Y,234,Normal,174500
RM,5700,1Fam,1.5Fin,7,7,1926,Y,1111,1,0,2,1,TA,Y,288,Normal,116900
RM,9000,1Fam,2Story,7,9,1920,Y,1482,1,0,3,1,TA,N,324,Normal,143000
RL,8280,1Fam,1Story,6,5,1950,Y,932,1,0,2,1,Gd,Y,306,Normal,124000
RL,17755,1Fam,1Story,5,4,1959,Y,1466,1,1,3,1,Fa,Y,528,Normal,149900
RL,14115,1Fam,1Story,6,7,1956,Y,1811,1,0,2,1,Ex,Y,470,Abnorml,230000
RM,5890,1Fam,1Story,6,8,1930,Y,816,1,0,2,1,TA,N,432,Normal,120500
RL,13700,1Fam,2Story,7,6,1965,Y,1820,1,2,4,1,Gd,Y,492,Normal,201800
RL,10768,1Fam,1Story,5,8,1976,Y,1437,2,0,3,1,Gd,Y,528,Normal,218000
RL,9350,1Fam,SLvl,5,8,1965,Y,1265,2,0,3,1,Gd,Y,502,Normal,179900
RL,5001,Twnhs,1Story,7,5,2007,Y,1314,2,0,2,1,Gd,Y,626,Normal,230000
RL,11932,1Fam,1Story,8,5,2007,Y,1580,2,0,3,1,Gd,N,830,Partial,235128
RL,9120,1Fam,2Story,6,6,1974,Y,1876,2,1,4,1,Gd,Y,540,Normal,185000
RL,2280,Twnhs,2Story,6,5,1978,Y,1456,2,1,3,1,TA,Y,440,Normal,146000
RL,14778,1Fam,1Story,6,7,1954,Y,1640,1,0,3,1,Gd,Y,924,Normal,224000
RL,8724,1Fam,1Story,5,5,1968,Y,894,1,0,3,1,TA,Y,450,Normal,129000
RL,12900,Duplex,SFoyer,4,4,1969,Y,1258,0,2,0,2,TA,N,400,Alloca,108959
RL,16157,1Fam,SLvl,5,7,1978,Y,1432,1,1,2,1,Gd,Y,588,Normal,194000
RL,9541,1Fam,1Story,7,5,2009,Y,1502,2,0,3,1,Gd,N,644,Partial,233170
RL,10475,1Fam,1Story,8,5,2008,Y,1694,2,0,3,1,Gd,N,776,Normal,245350
RL,10852,1Fam,2Story,6,5,2000,Y,1671,2,1,3,1,TA,Y,472,Normal,173000
RL,13728,1Fam,2Story,6,7,1935,Y,2108,2,0,4,1,Gd,Y,540,Normal,235000
RL,35760,1Fam,2Story,10,5,1995,Y,3627,3,1,4,1,Gd,Y,807,Normal,625000
RL,9880,1Fam,SLvl,6,6,1977,Y,1118,1,0,3,1,TA,Y,358,Normal,171000
RL,9120,1Fam,1Story,6,6,1958,Y,1261,1,0,3,1,TA,Y,433,Normal,163000
FV,4017,TwnhsE,2Story,7,5,2006,Y,1250,2,1,2,1,Gd,N,625,Normal,171900
RL,18030,1Fam,1.5Fin,5,6,1946,Y,3086,3,0,3,1,Ex,Y,0,Normal,200500
RL,16560,1Fam,2Story,6,8,1932,Y,2345,2,1,4,1,TA,Y,360,Normal,239000
RL,10678,1Fam,1.5Fin,8,5,1992,Y,2872,2,1,4,1,Gd,Y,541,Normal,285000
RL,6951,1Fam,1Story,5,5,1984,Y,923,1,0,3,1,TA,N,264,Normal,119500
RM,3950,1Fam,1.5Fin,6,8,1926,Y,1224,1,0,3,1,TA,N,210,Normal,115000
RL,7681,1Fam,1.5Fin,5,6,1921,Y,1343,1,1,3,1,TA,Y,186,Normal,154900
RL,8335,1Fam,1Story,5,5,1954,Y,1124,1,0,3,1,TA,Y,0,Normal,93000
RL,11170,1Fam,2Story,7,5,1990,Y,2514,2,1,4,1,TA,N,693,Normal,250000
RM,5587,TwnhsE,1Story,8,5,2008,Y,1652,2,0,2,1,Gd,Y,482,Partial,392500
RL,15623,1Fam,2Story,10,5,1996,Y,4476,3,1,4,1,Ex,Y,813,Abnorml,745000
RL,10800,1Fam,1Story,5,6,1920,Y,1130,1,0,2,1,TA,Y,720,Normal,120000
RL,35133,1Fam,1Story,5,4,1963,Y,1572,1,1,3,1,TA,Y,995,Normal,186700
RL,9738,1Fam,1.5Fin,5,7,1924,Y,1221,1,0,4,1,TA,N,392,Normal,104900
RL,10615,2fmCon,2Story,3,5,1900,Y,1699,2,0,3,2,TA,N,420,Abnorml,95000
RL,12461,1Fam,1Story,8,5,1994,Y,1624,2,0,2,1,Gd,Y,757,Normal,262000
RL,8935,1Fam,2Story,7,5,2002,Y,1660,2,1,3,1,Gd,N,493,Normal,195000
RL,7500,1Fam,2Story,7,5,1999,Y,1804,2,1,3,1,Gd,Y,442,Normal,189000
RL,32463,2fmCon,1Story,4,4,1961,Y,1622,1,0,3,1,TA,Y,1356,Normal,168000
FV,2645,Twnhs,2Story,8,5,1999,Y,1441,2,1,2,1,Gd,N,492,Normal,174000
RM,9600,1Fam,1.5Fin,5,8,1925,Y,1472,1,0,3,1,Gd,N,250,Normal,125000
RM,4500,TwnhsE,1Story,6,5,1999,Y,1224,2,0,2,1,TA,N,402,Normal,165000
RL,9364,1Fam,2Story,6,7,1969,Y,1352,1,1,4,1,TA,N,299,Normal,158000
RL,8029,1Fam,2Story,6,5,2005,Y,1456,2,1,3,1,Gd,N,400,Normal,176000
RL,14054,1Fam,2Story,7,5,2006,Y,1863,2,1,4,1,Gd,Y,660,Partial,219210
RM,8850,1Fam,2.5Unf,7,6,1916,Y,1690,1,0,3,1,TA,Y,225,Normal,144000
RL,9100,1Fam,1Story,7,5,2001,Y,1212,2,0,3,1,Gd,N,573,Normal,178000
RL,11235,1Fam,1Story,4,5,1963,Y,1382,1,1,3,1,TA,Y,459,Normal,148000
RL,9353,1Fam,1Story,4,5,1970,Y,864,1,0,3,1,TA,N,280,Abnorml,116050
RL,10400,1Fam,2Story,7,5,1998,Y,1779,2,1,3,1,Gd,N,546,Normal,197900
RM,6000,1Fam,1.5Fin,5,8,1925,Y,1348,1,0,3,1,TA,Y,216,Normal,117000
RL,9750,1Fam,1Story,7,5,2000,Y,1630,2,0,3,1,Gd,Y,451,Normal,213000
RL,10140,1Fam,1Story,5,6,1975,Y,1074,1,1,3,1,TA,N,495,Normal,153500
RL,14684,1Fam,1Story,7,7,1990,Y,2196,2,0,3,1,Gd,Y,701,Normal,271900
RH,8900,1Fam,1Story,4,4,1966,Y,1056,1,0,2,1,TA,N,384,Normal,107000
RL,9135,1Fam,1Story,6,5,2003,Y,1700,2,0,3,1,Gd,N,544,Normal,200000
RL,7763,1Fam,1Story,5,7,1962,Y,1283,1,0,3,1,TA,N,506,Normal,140000
RL,10182,1Fam,1Story,8,5,2006,Y,1660,2,0,3,1,Gd,Y,500,Partial,290000
RL,11218,1Fam,2Story,6,5,1992,Y,1845,2,1,3,1,Gd,Y,462,Normal,189000
RL,12134,1Fam,1.5Fin,8,7,1988,Y,1752,2,0,4,1,TA,N,492,Normal,164000
RL,9340,1Fam,1Story,4,6,1941,Y,672,1,0,2,1,TA,N,234,Normal,113000
RL,10246,1Fam,SLvl,4,9,1965,Y,960,0,0,0,1,TA,N,364,Normal,145000
RL,10205,1Fam,SFoyer,5,5,1962,Y,999,1,0,3,1,TA,N,300,Normal,134500
RL,7094,1Fam,1Story,5,5,1966,Y,894,1,0,3,1,TA,N,384,Normal,125000
RM,8930,Duplex,1.5Fin,6,5,1978,Y,1902,2,0,4,2,TA,N,539,Normal,112000
FV,8640,1Fam,1Story,8,5,2009,Y,1314,2,0,3,1,Gd,N,552,Partial,229456
RM,6240,1Fam,1.5Fin,4,5,1947,N,912,1,0,2,1,TA,N,0,Normal,80500
RM,1680,Twnhs,2Story,6,5,1971,Y,1218,1,1,3,1,TA,N,0,Abnorml,91500
RL,7800,1Fam,1Story,5,5,1964,Y,912,1,0,2,1,TA,N,288,Abnorml,115000
RL,8250,1Fam,1Story,5,5,1968,Y,1211,1,0,3,1,TA,Y,322,Normal,134000
RL,10496,1Fam,1.5Fin,6,6,1949,Y,1846,2,0,3,1,TA,Y,315,Normal,143000
RL,10680,1Fam,1Story,5,3,1951,N,2136,2,0,4,1,TA,N,528,Normal,137900
RL,15384,1Fam,2Story,7,5,2004,Y,1490,2,1,3,1,Gd,Y,388,Normal,184000
RL,10482,1Fam,SLvl,6,8,1958,Y,1138,1,0,3,1,TA,N,264,Normal,145000
RL,14598,1Fam,2Story,6,5,2007,Y,1933,2,1,4,1,Gd,Y,668,Normal,214000
RL,8872,1Fam,1Story,5,8,1965,Y,912,1,0,2,1,Gd,N,576,Normal,147000
RL,8769,TwnhsE,1Story,9,5,2008,Y,1702,1,1,1,1,Ex,Y,1052,Partial,367294
RL,7910,1Fam,SLvl,5,5,1960,Y,1507,2,0,4,1,TA,N,404,Normal,127000
RL,18890,Duplex,1.5Fin,5,5,1977,Y,2620,2,2,4,2,TA,Y,600,Normal,190000
RL,7728,Duplex,SLvl,5,6,1962,Y,1190,1,0,3,1,TA,N,540,Normal,132500
RL,9842,Duplex,1Story,4,5,1962,Y,1224,2,0,2,2,TA,N,462,Normal,101800
RL,12160,1Fam,1Story,5,5,1959,Y,1188,1,0,3,1,TA,N,531,Abnorml,142000
RH,8525,1Fam,2Story,5,6,1911,N,1964,1,1,4,1,TA,N,0,Abnorml,130000
RL,13132,1Fam,2Story,5,5,1914,Y,1784,1,1,4,1,TA,N,180,Normal,138887
RL,2628,Twnhs,2Story,7,5,2003,Y,1626,2,1,2,1,Gd,N,474,Normal,175500
RL,12393,1Fam,2Story,7,5,2004,Y,1948,2,1,4,1,Gd,Y,434,Normal,195000
RL,13072,1Fam,1Story,6,5,2005,Y,1141,1,1,3,1,TA,N,484,Abnorml,142500
RL,9037,1Fam,1Story,8,5,2006,Y,1484,2,0,2,1,Ex,Y,472,Normal,265900
RL,8158,1Fam,2Story,7,5,2003,Y,1768,2,1,3,1,Gd,N,543,Normal,224900
RL,9849,1Fam,1Story,7,6,2007,Y,1689,2,0,3,1,Gd,N,954,Partial,248328
RL,10625,1Fam,SFoyer,7,6,1974,Y,1173,2,0,3,1,Gd,Y,528,Family,170000
RL,13891,1Fam,1Story,10,5,2006,Y,2076,2,1,2,1,Ex,Y,850,Partial,465000
RL,11435,1Fam,2Story,8,7,1929,Y,1517,1,0,3,1,Gd,Y,400,Normal,230000
RL,12090,1Fam,SLvl,6,7,1984,Y,1868,3,1,3,1,TA,Y,477,Abnorml,178000
FV,8125,1Fam,2Story,7,5,2005,Y,1553,2,1,3,1,Gd,N,615,Partial,186500
RL,12328,1Fam,SLvl,6,5,1976,Y,1034,1,0,3,1,TA,N,888,Normal,169900
RM,9600,1Fam,2.5Unf,6,5,1917,N,2058,1,1,3,1,TA,Y,396,Normal,129500
RL,7200,1Fam,1Story,5,7,1950,Y,988,1,0,3,1,TA,N,276,Normal,119000
RL,11160,1Fam,1Story,7,5,1968,Y,2110,2,1,3,1,Ex,Y,522,Normal,244000
RL,3136,TwnhsE,1Story,7,5,2003,Y,1405,2,0,2,1,Gd,Y,478,Normal,171750
RL,9858,1Fam,1Story,5,6,1968,Y,874,1,0,3,1,TA,N,288,Normal,130000
RL,17542,1Fam,2Story,7,7,1974,Y,2167,2,1,3,1,Gd,Y,518,Normal,294000
RL,6931,1Fam,2Story,7,5,2003,Y,1656,2,1,3,1,Gd,Y,397,Normal,165400
RM,6240,1Fam,1.5Fin,6,6,1931,Y,1367,1,0,3,1,TA,Y,560,Normal,127500
RL,14303,1Fam,1Story,8,5,1994,Y,1987,2,0,2,1,Gd,Y,691,Normal,301500
RL,4060,1Fam,1Story,5,8,1922,Y,864,1,0,2,1,TA,N,0,Normal,99900
RL,9587,1Fam,SLvl,7,5,2005,Y,1166,2,0,2,1,Gd,N,400,Normal,190000
RL,9750,1Fam,1Story,6,8,1969,Y,1054,1,1,3,1,TA,N,460,Normal,151000
RL,24682,1Fam,2Story,6,5,1999,Y,1675,2,1,3,1,TA,Y,502,Normal,181000
RL,9600,1Fam,1Story,5,6,1956,Y,1050,1,0,2,1,TA,N,338,Normal,128900
RL,11250,1Fam,1.5Fin,4,5,1957,Y,1788,1,0,5,1,TA,Y,304,Normal,161500
RL,13515,1Fam,2Story,6,6,1919,Y,1824,1,0,3,1,TA,Y,520,Normal,180500
RH,4060,TwnhsE,1Story,6,5,1998,Y,1337,2,0,2,1,Gd,N,511,Abnorml,181000
FV,3735,TwnhsE,2Story,7,5,1999,Y,1452,2,1,3,1,Gd,N,506,Normal,183900
RM,10120,2fmCon,2.5Unf,7,4,1910,N,1889,1,1,4,2,TA,Y,308,Normal,122000
RL,13214,1Fam,1Story,9,5,2008,Y,2018,2,0,3,1,Ex,Y,746,Normal,378500
RL,14100,1Fam,1.5Fin,8,9,1935,Y,3447,3,1,4,1,Gd,Y,1014,Normal,381000
RL,11344,1Fam,1.5Fin,5,5,1958,Y,1524,1,1,3,1,TA,N,315,Normal,144000
RL,23595,1Fam,1Story,7,6,1979,Y,1524,0,1,0,1,Gd,Y,586,Normal,260000
RL,9156,1Fam,1Story,6,7,1968,Y,1489,2,0,3,1,Gd,Y,462,Normal,185750
RL,13526,1Fam,1Story,5,6,1965,Y,935,1,0,3,1,TA,N,288,Normal,137000
RL,11512,1Fam,SLvl,6,7,1959,Y,1357,1,0,2,1,Ex,Y,312,Normal,177000
RL,5362,1Fam,1.5Fin,5,6,1910,Y,1250,2,0,3,1,TA,Y,552,Normal,139000
RL,11345,Duplex,2Story,5,5,1948,Y,1920,2,0,4,2,TA,N,400,Normal,137000
RL,12936,1Fam,2Story,6,6,1972,Y,1395,1,1,3,1,TA,Y,497,Normal,162000
RL,17871,1Fam,SLvl,6,5,1967,Y,1724,1,1,3,1,TA,Y,480,Normal,197900
RL,9473,1Fam,2Story,8,5,2002,Y,2031,2,1,3,1,Gd,Y,577,Normal,237000
C (all),7500,1Fam,1.5Fin,4,4,1920,Y,1128,1,0,2,1,TA,N,528,Abnorml,68400
RL,9808,1Fam,1Story,7,5,2002,Y,1573,2,0,3,1,Gd,N,544,Normal,227000
RL,8049,1Fam,1Story,7,5,1990,Y,1339,2,0,2,1,TA,Y,484,Normal,180000
RL,8800,1Fam,1Story,5,7,1977,Y,1040,2,0,3,1,Gd,N,484,Normal,150500
RL,9400,Duplex,2Story,6,5,1971,Y,1824,2,2,4,2,TA,N,0,Normal,139000
RL,9638,1Fam,1.5Fin,6,7,1919,Y,2447,2,0,4,1,Gd,Y,336,Normal,169000
RM,6000,1Fam,1.5Fin,6,6,1939,Y,1412,1,0,4,1,TA,Y,280,Normal,132500
RL,9790,1Fam,1Story,6,5,1963,Y,1328,1,1,3,1,TA,Y,528,Normal,143000
RL,36500,1Fam,1Story,5,5,1964,Y,1582,2,0,4,1,TA,N,390,Normal,190000
RL,5664,TwnhsE,1Story,8,5,2000,Y,1659,2,0,2,1,Ex,Y,499,Normal,278000
RL,11065,1Fam,2Story,8,5,2006,Y,1970,2,1,3,1,Ex,Y,753,Partial,281000
RL,14112,1Fam,SLvl,5,7,1964,Y,1152,1,0,3,1,TA,Y,484,Normal,180500
RM,1680,Twnhs,2Story,5,7,1972,Y,1302,2,1,3,1,TA,N,264,Normal,119500
RM,6600,1Fam,2Story,5,4,1892,N,2372,2,0,4,2,TA,N,432,Normal,107500
RL,10140,1Fam,2Story,7,5,1976,Y,1664,2,1,4,1,TA,Y,528,Normal,162900
RL,8172,1Fam,1Story,5,7,1955,Y,864,1,0,2,1,TA,N,572,Normal,115000
RL,8400,1Fam,1Story,5,5,1968,Y,1052,1,1,3,1,TA,N,288,Normal,138500
RL,8700,1Fam,1Story,5,6,1963,Y,1128,2,0,3,1,TA,N,525,Normal,155000
RM,3675,TwnhsE,SFoyer,6,5,2005,Y,1072,2,0,2,1,TA,N,525,Partial,140000
RL,63887,1Fam,2Story,10,5,2008,Y,5642,2,1,3,1,Ex,Y,1418,Partial,160000
RL,7500,1Fam,1Story,5,7,1959,Y,1246,1,1,3,1,Gd,N,305,Normal,154000
RL,10762,1Fam,2Story,7,5,1999,Y,1983,2,1,3,1,Gd,Y,490,Normal,225000
RL,7500,1Fam,2Story,6,7,1942,Y,1494,1,0,3,1,Gd,Y,213,Normal,177500
RL,10120,1Fam,2Story,8,5,1994,Y,2526,2,1,4,1,Gd,Y,844,Normal,290000
RL,8688,1Fam,1Story,7,5,2005,Y,1616,2,0,3,1,Gd,N,834,Normal,232000
RM,3363,TwnhsE,2Story,7,5,2004,Y,1708,2,0,3,1,Gd,N,380,Normal,130000
RL,13173,1Fam,1Story,9,5,2006,Y,1652,2,0,2,1,Ex,Y,840,Normal,325000
RL,6955,TwnhsE,1Story,7,5,2005,Y,1368,2,0,2,1,Gd,Y,474,Partial,202500
RL,8072,1Fam,1Story,5,5,1994,Y,990,1,0,3,1,TA,N,480,Normal,138000
RM,12000,1Fam,1Story,5,7,1948,Y,1122,1,0,2,1,Gd,N,528,Normal,147000
RL,7153,1Fam,1Story,6,5,1991,Y,1294,2,0,3,1,Gd,N,496,Normal,179200
RL,17500,1Fam,1Story,7,8,1959,Y,1902,2,0,3,1,Ex,Y,567,Normal,335000
RL,8814,1Fam,1Story,7,5,2005,Y,1274,2,0,3,1,Gd,N,508,Partial,203000
RL,9572,1Fam,2Story,8,5,1990,Y,2810,2,1,4,1,Gd,Y,750,Normal,302000
RL,14774,1Fam,2Story,9,5,1999,Y,2599,2,1,4,1,Gd,Y,779,Normal,333168
RL,8190,1Fam,1Story,4,6,1954,Y,948,1,0,3,1,TA,Y,280,Normal,119000
RL,11075,1Fam,2Story,6,5,1969,Y,2112,2,1,4,1,TA,Y,576,Normal,206900
RL,10226,1Fam,1Story,8,5,2008,Y,1630,2,0,3,1,Ex,Y,860,Normal,295493
FV,4230,TwnhsE,1Story,7,5,2006,Y,1352,2,0,2,1,Gd,Y,466,Partial,208900
RL,14781,1Fam,1Story,8,5,2001,Y,1787,2,0,3,1,Gd,Y,748,Normal,275000
RL,10215,1Fam,1Story,4,5,1954,Y,948,1,0,3,1,TA,N,248,Normal,111000
RL,8400,1Fam,1Story,6,3,1957,Y,1478,1,1,3,1,TA,Y,442,Normal,156500
RL,6627,1Fam,1Story,3,6,1949,N,720,1,0,2,1,TA,N,287,Normal,72500
RL,10186,1Fam,2Story,7,5,1992,Y,1923,2,1,3,1,Gd,Y,564,Normal,190000
RL,5330,1Fam,1Story,4,7,1940,Y,708,1,0,2,1,Fa,N,0,Normal,82500
RL,9986,1Fam,1Story,8,5,2006,Y,1795,2,0,2,1,Gd,Y,895,Partial,147000
RM,3636,1Fam,1Story,4,4,1922,N,796,1,0,2,1,TA,N,0,Normal,55000
RH,4270,1Fam,1Story,3,6,1931,Y,774,1,0,3,1,Gd,N,0,Normal,79000
RL,6600,1Fam,1Story,5,9,1982,Y,816,1,0,3,1,Gd,Y,264,Normal,130500
RM,10440,1Fam,1.5Fin,6,7,1920,Y,2792,2,0,5,1,TA,Y,520,Normal,256000
RL,9084,1Fam,2Story,7,5,1998,Y,1632,2,1,3,1,TA,Y,462,Normal,176500
RL,10000,1Fam,1Story,8,5,2006,Y,1588,2,0,3,1,Gd,Y,825,Normal,227000
RL,10780,1Fam,SLvl,5,5,1976,Y,954,1,0,3,1,TA,N,576,Normal,132500
RL,8877,1Fam,1Story,4,6,1938,Y,816,1,0,2,1,TA,Y,288,Normal,100000
RM,7200,1Fam,1.5Fin,5,6,1938,Y,1360,1,1,2,1,Gd,N,297,Normal,125500
RM,2368,TwnhsE,2Story,5,6,1970,Y,1365,1,1,3,1,TA,N,440,Normal,125000
RL,9650,1Fam,1Story,6,5,1977,Y,1334,2,0,2,1,TA,Y,630,Normal,167900
RL,9246,Duplex,1Story,5,5,1973,Y,1656,2,0,4,2,TA,N,506,Normal,135000
RM,4118,1Fam,1Story,4,4,1941,N,693,1,0,2,1,Fa,N,0,Normal,52500
RL,13450,1Fam,2Story,7,5,2002,Y,1861,2,1,3,1,Gd,N,492,Normal,200000
